"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"38","RT @Salud_CZ8: Directora #Distrito09D01 informa a la ciudadanía sobre acciones de control vectorial, campaña de vacunación contra la #Influ…",FALSE,0,NA,2018-03-08 21:41:13,FALSE,NA,"971863432663306240",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Saude_Guasmo",4,TRUE,FALSE,NA,NA
"39","USA: Newly reported #Influenza fatalities from (tot) Nevada (48), Oklahoma (228), Texas (221) and North Carolina (2… https://t.co/KbFlhHKHFC",FALSE,0,NA,2018-03-08 21:37:12,TRUE,NA,"971862421169156098",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RonanKelly13",3,FALSE,FALSE,NA,NA
"40","RT @uslnordovest: Mediavalle del Serchio: più informazione, meno #influenza - https://t.co/NPvZJlXICC https://t.co/7PNTnWkkWF",FALSE,0,NA,2018-03-08 21:35:17,FALSE,NA,"971861941110091776",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","SirioGrande",1,TRUE,FALSE,NA,NA
"41","La formas más comunes de #transmisión de la #influenza:
Cuando las personas enfermas o portadoras de influenza... https://t.co/EOCt3dnCiJ",FALSE,0,NA,2018-03-08 21:30:03,FALSE,NA,"971860621057822720",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Escuela_RDS",0,FALSE,FALSE,NA,NA
"42","RT @JamieNWilkinson: Did you know that #influenza vaccination plays a role in antimicrobial resistance? Find out more about why Europe need…",FALSE,0,NA,2018-03-08 21:24:28,FALSE,NA,"971859219812179973",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","kuiper_em",2,TRUE,FALSE,NA,NA
"43","RT @MyDoctorFriend: The #flu season is finally turning the corner, but you can get it again this season! There are several strains circulat…",FALSE,0,NA,2018-03-08 21:24:22,FALSE,NA,"971859192716955648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tisharowemd",2,TRUE,FALSE,NA,NA
"44","RT @medwma: Let’s reduce the 3-5 million cases of severe illness caused by #influenza a year. Help us to make protection a priority #EUFigh…",FALSE,0,NA,2018-03-08 21:12:59,FALSE,NA,"971856328959365120",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sufridor361",6,TRUE,FALSE,NA,NA
"45","Imperversa ancora l’epidemia d’#influenza. Tutta colpa di un ceppo particolarmente “alieno”: il cosiddetto... https://t.co/3tGbxM0gQw",FALSE,0,NA,2018-03-08 21:11:59,FALSE,NA,"971856077406048256",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ilmetropolitan",0,FALSE,FALSE,NA,NA
"46","RT @IQVIA_IT: #influenza stagionale: nell'ultimo trimestre 2017 flettono le vendite dei medicinali sintomatici. Si è registrato un fenomeno…",FALSE,0,NA,2018-03-08 21:10:42,FALSE,NA,"971855753102417921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stefanimarcolet",2,TRUE,FALSE,NA,NA
"47","So many people are getting #sick around me. Co-workers drop like flies, but I stand strong.  I have an #Alpha immun… https://t.co/gGttFFHVZe",FALSE,3,NA,2018-03-08 21:09:07,TRUE,NA,"971855353804554240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","real_tread",1,FALSE,FALSE,NA,NA
"48","RT @ispch: Recuerda que la vacuna contra la #influenza es GRATUITA para:
<ed><U+00A0><U+00BE><ed><U+00B4><U+00B0>Embarazadas a partir de las 13 semanas de gestación
<ed><U+00A0><U+00BD><ed><U+00B1><U+00B6>Niños(as) en…",FALSE,0,NA,2018-03-08 21:09:02,FALSE,NA,"971855334712270848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hospitalpm",5,TRUE,FALSE,NA,NA
"49","RT @ispch: Recuerda que la vacuna contra la #influenza es GRATUITA para:
<ed><U+00A0><U+00BE><ed><U+00B4><U+00B0>Embarazadas a partir de las 13 semanas de gestación
<ed><U+00A0><U+00BD><ed><U+00B1><U+00B6>Niños(as) en…",FALSE,0,NA,2018-03-08 21:07:26,FALSE,NA,"971854930758815745",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PepperAlbo",5,TRUE,FALSE,NA,NA
"50","Recuerda que la vacuna contra la #influenza es GRATUITA para:
<ed><U+00A0><U+00BE><ed><U+00B4><U+00B0>Embarazadas a partir de las 13 semanas de gestación… https://t.co/eqyAXBtpIV",FALSE,2,NA,2018-03-08 21:00:44,TRUE,NA,"971853247173550080",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ispch",5,FALSE,FALSE,NA,NA
"51","#ElCarmen | Visita en la comunidad Chontillal donde se realiza llenado de fichas familiares y vacunación contra la… https://t.co/60glWezGR5",FALSE,0,NA,2018-03-08 20:56:35,TRUE,NA,"971852202045333509",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Salud_CZ4",0,FALSE,FALSE,NA,NA
"52","RT @philippejuvin: Épidémie de #grippe : elle n'est pas terminée. Les #urgences toujours très chargées. Depuis 2 mois en France, 150 000 pa…",FALSE,0,NA,2018-03-08 20:52:56,FALSE,NA,"971851282616127488",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Gerard_Lanusse",6,TRUE,FALSE,NA,NA
"53","RT @Atemwegsliga: Gründliches, 20 bis 30 Sekunden dauerndes #Händewaschen mit ausreichend Seife kann #Erkältungen, #Grippe und #Brechdurchf…",FALSE,0,NA,2018-03-08 20:50:31,FALSE,NA,"971850676258131970",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RudiScheffler",5,TRUE,FALSE,NA,NA
"54","RT @GlobalBioD: One more time - PLEASE stop calling it 'AUSSIE FLU' - We can't be sure where flu originates, and that doesn't really matter…",FALSE,0,NA,2018-03-08 20:50:12,FALSE,NA,"971850592523087874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jpdavi4",3,TRUE,FALSE,NA,NA
"55","RT @Atemwegsliga: Macht #Grippe vorübergehend dumm?
Bekannt ist, dass unser Gehirn auf Infekte reagiert. Aber wie lange dauert die Minderun…",FALSE,0,NA,2018-03-08 20:49:55,FALSE,NA,"971850523849654272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RudiScheffler",1,TRUE,FALSE,NA,NA
"56","RT @Salud_CZ2: #Napo #Orellana #PichinchaRural - Vacúnate contra la #Influenza, la vacuna es gratuita. #ProtégeteContraLaInfluenza https://…",FALSE,0,NA,2018-03-08 20:46:23,FALSE,NA,"971849633709412352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AleCrespo1985",20,TRUE,FALSE,NA,NA
"57","RT @IQVIA_IT: #influenza stagionale: nell'ultimo trimestre 2017 flettono le vendite dei medicinali sintomatici. Si è registrato un fenomeno…",FALSE,0,NA,2018-03-08 20:30:50,FALSE,NA,"971845722466340864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LasAtoni",2,TRUE,FALSE,NA,NA
"58","The latest News from https://t.co/P43ydk3SLZ! https://t.co/vqNhnAyHB2 Thanks to @sherylkraft #iwd #influenza",FALSE,0,NA,2018-03-08 20:24:44,FALSE,NA,"971844183538446336",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","HealthyWomen",0,FALSE,FALSE,NA,NA
"59","RT @CDCespanol: La #influenza se propaga fácilmente y puede causar complicaciones de salud graves. ¿Tienes influenza (gripe)? Quédate en ca…",FALSE,0,NA,2018-03-08 20:23:20,FALSE,NA,"971843832022257665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","uvamanizales",25,TRUE,FALSE,NA,NA
"60","RT @GlobalBioD: One more time - PLEASE stop calling it 'AUSSIE FLU' - We can't be sure where flu originates, and that doesn't really matter…",FALSE,0,NA,2018-03-08 20:22:31,FALSE,NA,"971843629588168704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MackayIM",3,TRUE,FALSE,NA,NA
"61","RT @DiariodeGDL: Llaman a no dejar de vacunarse contra #influenza, cuyo virus tiende a mutar año con año.
#CentrodelasNoticias
https://t.co…",FALSE,0,NA,2018-03-08 20:20:48,FALSE,NA,"971843196048330753",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jstintero",1,TRUE,FALSE,NA,NA
"62","#AsociacionMexicanaDeVacunologia #RecomiendaVacunacion contra #Influenza #PuedeReducir #NumeroDeCasos… https://t.co/4XHB7y3O5H",FALSE,1,NA,2018-03-08 20:08:57,TRUE,NA,"971840213759791104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mfelizalesg",0,FALSE,FALSE,NA,NA
"63","#GNTM eine #instagram #influenza die jetzt also das Ziel der Topfmeedels ist...was soll das? Habe von der noch nicht mal was gehört <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,NA,2018-03-08 20:08:29,FALSE,NA,"971840096961007621",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andre_akphoto",0,FALSE,FALSE,NA,NA
"64","RT @Salud_CZ8: #Distrito09D23 socializa campaña de vacunación contra la #Influenza #Vacúnate #EtapaInvernal. https://t.co/KiBUyjCej0",FALSE,0,NA,2018-03-08 19:59:30,FALSE,NA,"971837834507235330",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Liliana52080237",8,TRUE,FALSE,NA,NA
"65","RT @Salud_CZ8: #Distrito09D23 socializa campaña de vacunación contra la #Influenza #Vacúnate #EtapaInvernal. https://t.co/KiBUyjCej0",FALSE,0,NA,2018-03-08 19:59:16,FALSE,NA,"971837777326346241",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NoemiVe57644128",8,TRUE,FALSE,NA,NA
"66","RT @GlobalBioD: One more time - PLEASE stop calling it 'AUSSIE FLU' - We can't be sure where flu originates, and that doesn't really matter…",FALSE,0,NA,2018-03-08 19:58:48,FALSE,NA,"971837659508346881",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jesusandres88",3,TRUE,FALSE,NA,NA
"67","RT @Presenciapr: En la zona rural de Carolina: Continúan labores de la AEE, vacunación masiva y reapertura del Parque Aquasol: https://t.co…",FALSE,0,NA,2018-03-08 19:56:22,FALSE,NA,"971837047882338305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","josecaponte",1,TRUE,FALSE,NA,NA
"68","RT @viroscape: Possibly last statistic of 2017-18 #influenza season shows #UK excess mortality only slightly higher than last year and even…",FALSE,0,NA,2018-03-08 19:53:46,FALSE,NA,"971836394351022085",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","CVRbioinfo",1,TRUE,FALSE,NA,NA
"69","RT @NASciencesTeam: Happy #internationalwomensday from our women here at NAS! As women, we're proud to work for a game-changing company tha…",FALSE,0,NA,2018-03-08 19:49:45,FALSE,NA,"971835381980151808",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hsiegel",1,TRUE,FALSE,NA,NA
"70","Hey followerschaft !! 

Diese Woche gibts leider keinen #Stream von mir <ed><U+00A0><U+00BD><ed><U+00B9><U+0088> ich kämpfe immernoch mit der #Influenza… https://t.co/jlioJoR8Jk",FALSE,0,NA,2018-03-08 19:48:22,TRUE,NA,"971835033911689217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SickD_LP",0,FALSE,FALSE,NA,NA
"71","RT @ChrisDisaster: Learn how to #prepare a variety of #Disaster Supply Kits by watching the #videos at https://t.co/zMKP46zwNr #JITDT #Firs…",FALSE,0,NA,2018-03-08 19:45:31,FALSE,NA,"971834314613719040",NA,"<a href=""http://www.drc-group.com"" rel=""nofollow"">TweeterTwooter</a>","DisasterTrain",1,TRUE,FALSE,NA,NA
"72","Learn how to #prepare a variety of #Disaster Supply Kits by watching the #videos at https://t.co/zMKP46zwNr #JITDT… https://t.co/DiXWq2iUV8",FALSE,0,NA,2018-03-08 19:45:11,TRUE,NA,"971834232657121280",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ChrisDisaster",1,FALSE,FALSE,NA,NA
"73","There have been 874 hospitalizations in patients with lab confirmed #influenza in #yegzone this season. Get immuniz… https://t.co/43gPwZEDJ7",FALSE,0,NA,2018-03-08 19:41:00,TRUE,NA,"971833179433615360",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AHS_YEGZone",0,FALSE,FALSE,NA,NA
"74","RT @seremisalud10: Nuestros funcionarios de la Seremi de Salud #Osorno se vacunan contra la #Influenza...  Gracias al Equipo del #CESFAMOVE…",FALSE,0,NA,2018-03-08 19:39:13,FALSE,NA,"971832729506648066",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","InetTvDigital",1,TRUE,FALSE,NA,NA
"75","Possibly last statistic of 2017-18 #influenza season shows #UK excess mortality only slightly higher than last year… https://t.co/leCAqsPOZp",FALSE,0,NA,2018-03-08 19:38:04,TRUE,NA,"971832441441865729",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","viroscape",1,FALSE,FALSE,NA,NA
"76","RT @IDISA1: Importancia de la #vacunación contra la  #influenza -- Entrevista con el Dr. Raúl Romero Cabello, Coordinador Académico de la #…",FALSE,0,NA,2018-03-08 19:37:07,FALSE,NA,"971832203280900097",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","EnMediosRP",3,TRUE,FALSE,NA,NA
