"","ID","Location"
"79","tttmemorial","Emmaus, PA"
"80","MobisoftInfo","Houston, Texas."
"81","GoldenLamb","California"
"82","comicalwagner","NYC"
"83","ConnConnection","Connecticut"
"84","mackrigg","Hartford, CT"
"85","caseyanncort","Los Angeles, CA"
"86","FCA_daily","Mineola, NY"
"87","suzles76","Grand Rapids, MN"
"88","Waismann","Orange, CA"
"89","RapidDetox_com","United States"
"90","DomusRetreat","California"
"91","opiates","California"
"92","Babieshatedrugs","University of New Haven"
"94","LabRoots","Orange County, CA - USA"
"95","ChadBell73","Baton Rouge, Louisiana"
"96","BeltwayPundit","Florida, USA"
"97","ThorntonFirm","Boston, MA"
"98","growingaway","Las Vegas <ed><U+00A0><U+00BD><ed><U+00B5><U+00AF>"
"99","SaveRChildrenCa","Sacramento, CA"
"100","bythetimeorg","Gary, IN"
"101","SciAdvLI","Cold Spring Harbor, NY"
"103","AuthConnectWell","Alberta, Canada"
"104","gregornots","hiding in plain view"
"105","SciAdvLI","Cold Spring Harbor, NY"
"106","SciAdvLI","Cold Spring Harbor, NY"
"107","BroochOpioidEMS","San Jose, Ca"
"108","CaRM_HealthRes","Ottawa, Ontario"
"109","JobCoachGenius","Toronto, Ontario"
"110","marthaperez0609","West Covina, CA"
"111","CAASBREY","Email caasbrey.@gmail.com"
"112","SciAdvLI","Cold Spring Harbor, NY"
"113","introvert_city","Illinois, USA"
"114","TudorTweep","The misty moors of Cornwall"
"115","kidgritEdu","Los Angeles"
"116","YouthWorxGood","California, USA"
"117","Raymond_Norman","Wisconsin & Minnesota, USA"
"118","KZ_Howell","Southwest Tennessee"
"119","PresidentBanks1","CANADA"
"120","SSBazinet","Albuquerque"
"121","ar0mcintosh","Toronto, Ontario"
"123","cMadan","Canadian in Nottingham, UK"
"124","AlzGirlLori","Baltimore, MD"
"126","sincerediva81","SiNcErE WoRlD"
"127","Potprincess1111","USA"
"128","cdholistic","Louisiana, USA"
"129","cdholistic","Louisiana, USA"
"130","KPsychonautics","Ohio, USA"
"131","pmcarron4242","Concord, NH"
"132","KenFry10","Surrey, UK"
"133","PoemsbyCheyenne","Phoenix, AZ"
"134","Treachrus","Earth"
"135","DiscoverHlth","Spartanburg, SC"
"136","jrpeet","Plymouth MN"
"137","engstudent","AI Curated Anthropocene"
"138","mimperia","Ann Arbor, MI"
"139","ThisDayInWWI","Land of the Rising Sun"
"140","Amy_Kullas","District of Columbia, USA"
"141","theNASEM","Washington, DC"
"142","SokoloveLaw","Chestnut Hill, MA"
"143","ana_lisboeta","Edmonton, Alberta"
"144","PEPFAR","Washington, D.C."
"146","BeReadyFlorida","Florida, USA"
"147","zenspeaknine","Warren, OHIO"
"148","greenbridge_sb","Ottawa"
"149","roberthobbs31","Atlanta, GA"
"150","WADEM_PDM","Madison, WI, USA"
"151","bigtickHK","Hong Kong"
"152","KelaLewisMorin","West London "
"154","charlesweijer","London, Ontario"
"155","EroticaNation","USA"
"156","OllyGuseva","Russia, Moscow"
"157","SusanaV79036167","Jersey City, NJ"
"158","lynney62","Illinois"
"159","maybel65","Venezuela"
"160","colonriveraMD","Pennsylvania, USA"
"161","JessicaLGreen11","California, USA"
"162","SierraKummings","New York"
"163","IARTG","Worldwide"
"164","LisaLangWrites","Philadelphia"
"165","BarbaraEbel","Tennessee"
"166","AERO_FedCU","Glendale, AZ"
"167","chrischew","Toronto, Ontario"
"168","roast914_k","Great Britain"
"169","OhioChange","Ohio"
"170","SaWaPoet","United States Of America"
"171","SaWaPoet","United States Of America"
"172","Kingston5P","Miami, Florida USA"
"173","OhioStateSmitty","Columbus, OH"
"174","davidmeason75","<ed><U+00A0><U+00BC><ed><U+00BC><U+008E> Planet <ed><U+00A0><U+00BC><ed><U+00BC><U+008D> Earth <ed><U+00A0><U+00BC><ed><U+00BC><U+008F>"
"175","DaleAndersGreen","Edmonton, Alberta"
"176","dietpatch","Houston, TX"
"177","TwistedDawn","West Midlands, England"
"178","stevenm370","Columbia"
"179","kimber_silver21","Kansas, USA"
"180","karmasabytch331","Michigan "
"182","BillieT123","NC"
"183","JoyceDeBacco","Southwest Florida"
"184","bandersdavidson","Sweden"
"185","ianfjames","bangkok"
"186","utahpublicradio","Logan, UT"
"187","uprepseattle","Seattle"
"189","AndieMerchak","Rio de Janeiro, Brazil"
"190","ALCOSales","Burr Ridge, IL"
"192","birdwriter7","Florida, USA"
"193","MyricaC","Ohio, USA"
"194","Not_PaulRevere","Brooklyn, NY"
"195","BCMEthics","Houston, Texas"
"196","CMDurandMD","Baltimore, MD"
"197","CherryHealthMI","Grand Rapids, MI"
"198","tick22","North Carolina"
"199","RecoveryInst","Santa Fe, New Mexico"
"200","OffBeatBooks","Galt's neighbor to the South."
"201","PamLukas3","FL"
"202","HSans","Brossard, Québec"
"203","zepiron","Detroit, MI USA"
"204","OffBeatInkBooks","Ohio, USA"
"205","whyglobalhealth","Planet Earth"
"206","marine93rn15","North Carolina, USA"
"207","Pat_McDermott","New Hampshire USA"
"208","B_W_Brady","Looking for my reading glasses"
"210","cigar150","Florida"
"211","RealDarkinferno","England"
"212","kevinansbro","Norwich, England"
"213","jm13278437","Denver, Colorado"
"214","JarredMattingl3","Orlando, Fl."
"215","paperbackattack","United States"
"216","Mary_Deal","Scottsdale, Arizona"
"217","TruthSoldierz","Texas deplorable "
"218","KADFoundation1","Florida, USA"
"221","Melissa31920880","Dallas, Texas, USA"
"222","MindfulnessWins","United States"
"223","RecovReformNOW","United States"
"224","almostjingo","Los Angeles, CA"
"225","passion_4truth","United States"
"226","StayYoungMedia","Texas, USA"
"227","ItamarCareca","Bom Despacho - MG"
"228","ekellytaylor","Springfield, VA"
"229","MassieGeoffrey","United States"
"230","SGTBerkoff1981","EE.UU "
"231","SusanDRichMD","Potomac, MD"
"232","USAO_NJ","Newark, New Jersey"
"233","trixywh","Hollywood, CA"
"234","DMAnews1","Massachusetts"
"235","RecovReformNOW","United States"
"236","EvaLB5","Earth "
"237","DEAHQ","Washington, DC"
"239","drmahsa1","Virginia, USA"
"240","HlthPolicyPlus","Washington, DC"
"241","SneakerWonk","Longview, TX"
"242","RLeeTipton","Eastern Kentucky, USA"
"243","AmberlyLago","LA, CA"
"244","CarryCockburn","Thailand"
"245","kishoreraotvk","united states "
"246","sgaparwezi","Bengaluru South, India"
"247","MyricaC","Ohio, USA"
"248","rr7lv","USA"
"249","mspirko","Massachusetts, USA"
"250","mspirko","Massachusetts, USA"
"251","kristie4lyme","Boynton Beach, FL"
"252","RuudWedding","Netherlands"
"253","waughjon","ohio"
"254","Montyhotshot","Las Vegas"
"255","fitnessgainer","sweden"
"256","wkinca","USA"
"257","SaWaPoet","United States Of America"
"258","ChrisDisaster","Tallahassee Florida"
"259","lisawdeliz","North Olmsted, Ohio"
"260","AJ_Lill","Sandusky, OH"
"261","sweetbabyjohn08","Wichita Kansas USA"
"262","AndyOuriel","Sandusky, OH"
"263","RWofBC","Baltimore County Maryland"
"264","OilBeelievers","Oconomowoc, WI"
"265","metalrulestv","Moorestown, New Jersey"
"266","Back_Support","New Jersey, USA"
"267","SusanDRichMD","Potomac, MD"
"268","BestChrisJones","NYC/MIA/LA"
"269","Erica_1LoveKC","Kansas City, MO"
"270","HelgaLuest","Washington, DC"
"271","williederrick3","Savannah, GA"
"272","followjees","United States"
"273","lilhvna","Texas"
"274","jasonsmithmd","Beaver Dam, WI"
"275","smstone31","Pennsylvania, USA"
"276","JoleneSwitzer","Iowa, USA"
"278","RecovReformNOW","United States"
"279","schellhor","Philadelphia, PA"
"280","sylvia_toy","San Francisco USA"
"281","ismaelmaatouk","Lebanon"
"282","colonelpotter1","ohio"
"283","Dracut_Today","Dracut, MA"
"284","castaterc","Oakland, CA"
"285","Lysismedi","New York, NY"
"286","NJPoisonCenter","Newark, NJ"
"287","kristie4lyme","Boynton Beach, FL"
"288","JFlashGordonMMA","New York"
"289","gerontologyres","Toronto, Ontario"
"290","PioneerWA","Seattle, Washington"
"291","connectchurchme","Mesa, AZ"
"292","Sana_Ebrahimi","Toronto, Ontario"
"294","celinegounder","New York, NY, USA"
"295","ADHDNoHarmMeds","Connecticut, USA"
"297","BoardVitals","USA"
"298","RAIRADIOLIVE","Los Angeles, CA"
"300","DigitalVillain","New York, NY"
"301","TheDailyLeft","California, USA"
"302","SmittyBeatz_","Miami, FL"
"303","808_Ray","2 up 2 down 540"
"304","JethroHardeman","Holland"
"305","Stmesis","#Followback #ImpeachTrump"
"306","bythetimeorg","Gary, IN"
"307","bythetimeorg","Gary, IN"
"308","bythetimeorg","Gary, IN"
