"","ID","Location"
"139","MexiBassMonkey","New Mexico"
"140","CellCellPress","Cambridge, MA"
"141","kidoctr","Enid, OK"
"142","kidoctr","Enid, OK"
"143","LurieCancer","Chicago, IL"
"144","kidoctr","Enid, OK"
"145","kidoctr","Enid, OK"
"146","anitabondi","Pennsylvania, USA"
"148","kidoctr","Enid, OK"
"149","kidoctr","Enid, OK"
"150","kidoctr","Enid, OK"
"151","PuraAura"," London"
"153","kidoctr","Enid, OK"
"154","MagdAneliP","ZA@Gauteng, for now "
"155","OurUrgentCares","Missouri, USA"
"156","kidoctr","Enid, OK"
"157","kidoctr","Enid, OK"
"158","kidoctr","Enid, OK"
"159","LotusOak","NoVA, USA"
"160","Ama1955","Caracas"
"162","Gill5550","still looking for right place."
"163","filobeet","Randstad"
"165","kidoctr","Enid, OK"
"166","Ama1955","Caracas"
"167","LotusOak","NoVA, USA"
"168","kidoctr","Enid, OK"
"169","kidoctr","Enid, OK"
"171","LotusOak","NoVA, USA"
"172","kidoctr","Enid, OK"
"173","doritmi","Bay Area, CA"
"174","doritmi","Bay Area, CA"
"175","kidoctr","Enid, OK"
"176","kidoctr","Enid, OK"
"177","FarmFairyCrafts","Austin, Texas"
"179","AndrisDoveiks","Ikškile"
"180","MalariaVaccine","Washington, DC"
"182","kidoctr","Enid, OK"
"184","LotusOak","NoVA, USA"
"185","LotusOak","NoVA, USA"
"186","HealthCoreRWE","Wilmington, Delaware"
"187","colleke1964","Veldhoven, Nederland"
"188","MaryAnnePankhu1","Port Hope, Ontario"
"190","LotusOak","NoVA, USA"
"191","LeslieRuyle","Texas"
"195","FarmFairyCrafts","Austin, Texas"
"196","LotusOak","NoVA, USA"
"197","VinoVince","Canada"
"198","samiaGS","London, Seattle  & Amman "
"199","LotusOak","NoVA, USA"
"200","uukady","Pasadena, CA"
"201","doritmi","Bay Area, CA"
"202","skepticalraptor","Los Angeles, CA"
"203","PPatch_Info","United States"
"204","CarolynShimmin","Winnipeg,Manitoba"
"205","amscherer","Iowa City, IA"
"206","immunizenjnow","New Jersey, USA"
"207","skepticalraptor","Los Angeles, CA"
"208","manfromatlan","Toronto"
"209","sharpfang","Adelaide Australia"
"211","SilentSpring05","California, USA"
"212","JacoboMendioroz","Barcelona"
"213","LotusOak","NoVA, USA"
"214","NFIDvaccines","Bethesda, MD"
"215","saludaldiamagaz","Weston, FL, USA"
"217","DonnaYoungDC","Washington"
"218","DonnaYoungDC","Washington"
"219","DonnaYoungDC","Washington"
"220","DonnaYoungDC","Washington"
"221","DonnaYoungDC","Washington"
"222","DonnaYoungDC","Washington"
"223","DonnaYoungDC","Washington"
"224","DonnaYoungDC","Washington"
"225","jaanbam","Pacific Northwest"
"227","DonnaYoungDC","Washington"
"228","HomeopathicRx","Alonissos, Greece"
"229","DonnaYoungDC","Washington"
"230","kidoctr","Enid, OK"
"232","DonnaYoungDC","Washington"
"233","KC0nn0r","Ottawa & Toronto"
"234","sepia3C","Canada"
"235","DonnaYoungDC","Washington"
"236","kennethcdavis","NYC"
"237","picardonhealth","Montréal"
"238","ShikhaJainMD","Chicago, IL"
"239","DonnaYoungDC","Washington"
"240","CanPaedSociety","Canada"
"241","jdawson38995","Detroit Michigan "
"242","DonnaYoungDC","Washington"
"243","DavidBeckettVT","Burlington, VT"
"245","restricted911","Blanchester, OH"
"246","DonnaYoungDC","Washington"
"247","DonnaYoungDC","Washington"
"248","DonnaYoungDC","Washington"
"249","CPFgrants","Chicago, IL"
"250","DonnaYoungDC","Washington"
"251","DonnaYoungDC","Washington"
"253","DonnaYoungDC","Washington"
"254","philiprichards5","Worcester,England"
"255","DonnaYoungDC","Washington"
"256","DonnaYoungDC","Washington"
"257","DonnaYoungDC","Washington"
"258","Honeyschil","Harlem, New York"
"259","LotusOak","NoVA, USA"
"260","DonnaYoungDC","Washington"
"262","StormSola","NY"
"263","lizditz","San Mateo County, California"
"265","DonnaYoungDC","Washington"
"266","LotusOak","NoVA, USA"
"267","DonnaYoungDC","Washington"
"268","DonnaYoungDC","Washington"
"270","SNCCLA","Los Angeles"
"271","DonnaYoungDC","Washington"
"272","soft63389","United States"
"273","kerner_gary","Pikesville, MD"
"274","kerner_gary","Pikesville, MD"
"276","ASTHO","Arlington, VA"
"277","DonnaYoungDC","Washington"
"278","Miss_Marit","Worldwide "
"279","LotusOak","NoVA, USA"
"280","arianna_rosada","Veneto - Italy"
"283","Coline123","Canada"
"286","MarkVaccines","Abingdon, England"
"288","MarkVaccines","Abingdon, England"
"290","JonesElenore21","I am everywhere   or where ever I happen to be"
"291","LotusOak","NoVA, USA"
"292","DonnaYoungDC","Washington"
"295","DonnaYoungDC","Washington"
"296","boyke_bond_Jr","JKT; COGITO ERGO SUM"
"298","VisibilityToday","England, United Kingdom"
"300","LotusOak","NoVA, USA"
"301","LotusOak","NoVA, USA"
"303","CCDH_Maryland","White Plains, MD"
"304","sandra91767","California"
"305","Lena38Baker","Arizona, USA"
"306","Lena38Baker","Arizona, USA"
"308","Lena38Baker","Arizona, USA"
"309","kidoctr","Enid, OK"
"310","doritmi","Bay Area, CA"
"312","margo94","Niagara Canada"
"314","LotusOak","NoVA, USA"
"315","Lena38Baker","Arizona, USA"
"317","FLanghi","Piemonte, Italia"
"318","janesherd"," Another Dimension, USA"
"320","PepePediatre","Vilanova & la Geltrú"
"321","realpeoplesnews","Montana"
"322","DonnaYoungDC","Washington"
"323","LotusOak","NoVA, USA"
"324","andrewmorrisuk","Bedford"
"326","floridayys","Florida, USA"
"327","LotusOak","NoVA, USA"
"329","MellishMel","UK"
"330","realpeoplesnews","Montana"
"331","RevDrJestus","South Saint Paul, MN"
"332","Lena38Baker","Arizona, USA"
"333","jaded_NYer","NYC/Denver"
"334","LotusOak","NoVA, USA"
"337","agonzi714","hot ass arizona"
"338","LotusOak","NoVA, USA"
"339","LarryDanduran","Proud North Dakotian "
"340","SSkinsfan35","Florida, USA"
"341","oosthuizenoosie","Pretoria"
"344","PeteDavies7","U.K. canals"
"345","LucicaDitiu","Geneva"
"350","aerasglobaltb","Rockville, MD"
"352","LotusOak","NoVA, USA"
"354","Paquita_337","The Netherlands"
"356","bactiman63","Tampa, FL"
"357","tropicfreedom","Freedom"
"360","Tony_PharmD","Ankeny, IA"
"361","hells_bells2207","West Sussex "
"362","cole_davesc66","Derbyshire"
"364","WeekFacts","Detroit, MI"
"365","EdDarrell","Texas"
"366","FarmFairyCrafts","Austin, Texas"
"368","DrunkNC0nfused","BoulevardOfBrokenDreams"
"370","antoniotrande","Salento (Italy)"
"371","TeoCap","Treviso"
"372","SatNam_nam_nam","Orange County, CA"
"373","alenkamajsep","Ljubljana, Slovenija"
"374","RTAHealth","New York, USA"
"375","NazzirHussain","Perak, Malaysia"
"376","TrutherbotAnyo2","Twilightzone"
"377","Carlfletcher15","Liverpool, England"
"379","Tomcat69blood","Arkansas"
"381","JaneSymons1","London"
"383","akashicenergy","Oak Park, IL"
"384","Jacquel89766913","Turtle Island...Gaia"
"386","henry_spinelli","Philadelphia Eagles"
"387","Arc_Light","British Columbia"
"388","pancraziovaleri","atlantide"
"389","scover7","United States"
"391","wendypedia","Boston"
"392","Wandaspangler2","Minot, ND"
"394","SaveRChildrenCa","Sacramento, CA"
"395","Joshua1_5","W"
"397","vatica2015","En la Feliz,q no es tan feliz"
"398","Itchysketchy","Bud Bath and Beyond"
"399","LotusOak","NoVA, USA"
"400","doritmi","Bay Area, CA"
"402","Stamolka","Near Metra SWS Line, IL"
"404","NoJabOurSay","Australia"
"405","Hope4Ace","fiji"
"406","UniversityWatc1","3 Continents"
"407","NoJabOurSay","Australia"
"408","NoJabOurSay","Australia"
"409","yayayarndiva","Sonoma County, California"
"410","doritmi","Bay Area, CA"
"412","doritmi","Bay Area, CA"
"415","doritmi","Bay Area, CA"
"416","doritmi","Bay Area, CA"
"417","P_na_cova","Teresópolis, Brasil"
"418","SNCCLA","Los Angeles"
"419","ramgbs62123","victoria bc"
"421","emilyrosejohns4","New Zealand"
"422","doritmi","Bay Area, CA"
"423","doritmi","Bay Area, CA"
"424","J_J_Brantley","South Carolina, USA"
"425","ThaJiggyHippie","In a Chevy "
"426","Hereditarian98","Australia"
"427","theEcoNEST","West Marin, CA"
"428","DCOSMAN","South Carolina, U.S.A"
"429","TerryPolevoy","Waterloo, Ontario Canada"
"430","dovie_fountain","Texas"
"431","ZaraAgahi","Australia"
"432","vidavalkiria","woldwide"
"433","vsarrulmozhy","city-.pudhucherry- ( india)pin.code..605001."
"435","J_say_hello","Gumbo, Texas"
"436","yokai888","SoCal"
"437","Marmy2c","West Virginia, USA"
"438","SNCCLA","Los Angeles"
"439","M_r_ahir","Solaj"
"440","vsarrulmozhy","city-.pudhucherry- ( india)pin.code..605001."
"441","M_r_ahir","Solaj"
"442","1blessedbee","Pennsylvania, USA"
"443","TheNYevening","New York, NY"
"444","LotusOak","NoVA, USA"
"446","LifeReborned","Australia"
"447","risslicious","Denver, Co, USA"
"448","Marmy2c","West Virginia, USA"
"452","TerryGa00650362","Pennsylvania, USA"
"455","WeekFacts","Detroit, MI"
"456","Light4ASD","United States"
"457","dragnesdc","Valencia, PA"
"458","eTweeetz","United States"
"459","ARAdultImmDoc","Little Rock, AR"
"460","lizditz","San Mateo County, California"
"461","TrumpfanBucksPA","Pennsylvania, USA"
"462","jrsdoor_john","Arkansas, USA"
"463","katscan101","Baltimore, MD"
"464","LotusOak","NoVA, USA"
"465","kidoctr","Enid, OK"
"466","abigail17us","New York"
"467","AmandaHisko","Ottawa, Canada"
"468","spoilpartygames","Newbury, Berkshire"
"469","DrAmandaSelk","Toronto, Ontario"
"471","_MarieV_","Southern California"
"473","Ama1955","Caracas"
"474","Ama1955","Caracas"
"476","mission2heal","US"
"478","mission2heal","US"
"479","mission2heal","US"
"481","joegooding","Bethlehem, Pennsylvania"
"482","Ama1955","Caracas"
"483","mission2heal","US"
"484","mission2heal","US"
"485","mission2heal","US"
"488","mission2heal","US"
"489","MichaelBuratovi","Spring Arbor, MI USA"
"490","mission2heal","US"
"491","Gumdrop1956","US"
"492","sierrarisings1",", USA"
"493","LotusOak","NoVA, USA"
"494","DonnaYoungDC","Washington"
"495","PizzaPisaPizza","Sqornshellous Zeta"
"497","DrunkNC0nfused","BoulevardOfBrokenDreams"
"498","LotusOak","NoVA, USA"
"499","DrunkNC0nfused","BoulevardOfBrokenDreams"
"500","LotusOak","NoVA, USA"
"501","LATrumpeter","Los Angeles, California, USA"
"502","DianeShears","Toronto, Canada"
"503","GarionCoyote","Planet Earth"
"504","LotusOak","NoVA, USA"
"506","Lisamcgrath10","California, USA"
"507","nurseshypochond","Los Angeles, California"
"508","GregoryZimet","Indianapolis, IN, USA"
"509","ab5cd3f533d140e","United States"
"510","GarionCoyote","Planet Earth"
"512","LotusOak","NoVA, USA"
"513","LotusOak","NoVA, USA"
"514","FarmFairyCrafts","Austin, Texas"
"515","lizditz","San Mateo County, California"
"516","DonnaYoungDC","Washington"
"517","drpaulmorgan","Cardiff"
"518","Rosewind2007","U.K. "
"519","skepticalraptor","Los Angeles, CA"
"521","morninggloryjen","Sierra Mountains C.A. USA "
"522","yarrs","Denver, CO"
"525","MoodyBrew","Oklahoma"
"526","DCOSMAN","South Carolina, U.S.A"
"527","AbqVetco","Albuquerque, NM"
"529","MariachiCogniti","Africa "
"530","DrEleanor","Pacific Palisades, CA"
"532","aerasglobaltb","Rockville, MD"
"534","RosaasenMD","Thousand Oaks, CA"
"535","Marmy2c","West Virginia, USA"
"537","Zachtmc94","Illinois"
"538","ArtistTerryB","at the beach"
"539","PeterWarr4","London UK"
"540","realpeoplesnews","Montana"
"542","kidoctr","Enid, OK"
"543","MariannMason2"," Northern Kentucky"
"544","trevormundel","Seattle, WA"
"545","BarSambadeSamba","London/UK "
"546","MEawarenesshour","based in UK "
"548","LotusOak","NoVA, USA"
"551","PPatch_Info","United States"
"552","tweetiebirdies","Cork, Ireland"
"553","CarolinaFan1982","Richmond, VA "
"554","mdg276","Floridiotland"
"555","mediapython","Chicago"
"556","kidoctr","Enid, OK"
"557","kidoctr","Enid, OK"
"559","AbqVetco","Albuquerque, NM"
"560","MalyndaNyc","New York, NY Shithole"
"561","ShayC5","The South, USA"
"562","NMAtweets","United States"
"563","mercola","Chicago, IL"
"564","USAShopper","Earth"
"565","HealthCoreRWE","Wilmington, Delaware"
"566","VCUNursingLib","Richmond, VA "
"567","MissouriAAP","Jefferson City, MO"
"568","doritmi","Bay Area, CA"
"570","doritmi","Bay Area, CA"
"571","SunnyViewPed_MT","Kalispell, MT"
"574","JohnofConn","country of Connecticut"
"575","Takethatdoctors","Bilderberg Hotel"
"577","JohnNorth50","Ireland"
"581","rusticrobin","UK"
"582","jonpaulB26","West Midlands"
"583","_stevehansell_","England, United Kingdom"
"584","AboutPediatrics","Dallas"
"585","HometownPed","Jackson, OH"
"586","Gumdrop1956","US"
"587","P_na_cova","Teresópolis, Brasil"
"588","rusticrobin","UK"
"589","DicksonData","Addison, IL"
"590","elle_dee_see","Ottawa, Ontario, CANADA"
"592","Immunize_USA","Houston, TX"
"593","kidoctr","Enid, OK"
"594","cmccaff542","Michigan"
"595","kidoctr","Enid, OK"
"596","kidoctr","Enid, OK"
"598","doritmi","Bay Area, CA"
"599","DukePathDept","Durham, NC"
"600","ATSteppenwolf","Planet Gaia, Galaktischer Rand"
"601","nazimbalikci","Tarsus, Türkiye "
"602","LairmoreDVMDean","Davis, California"
"603","CDCDirector","Atlanta, GA"
"604","molebaba","Lagos/Nigeria"
"605","kidoctr","Enid, OK"
"608","ASEWNEWS","The End of the World"
"609","crown_valley","Mission Viejo, CA"
"610","doritmi","Bay Area, CA"
"611","FalseFlagBot_","right behind you!"
"612","MarkVaccines","Abingdon, England"
"613","missjo1964","Paradise, US"
"614","kidoctr","Enid, OK"
"615","Darkfringeradio","West Palm Beach, FL"
"616","aetiology","Kent, Ohio"
"617","Jossfjh","Irvine, CA"
"618","kidoctr","Enid, OK"
"619","kidoctr","Enid, OK"
"620","matrixbobBob","Florida, USA"
"621","cole_davesc66","Derbyshire"
"623","SeanWFTS","Tampa, FL"
"624","beeza32","heaven"
"625","UMNconsortium","University of Minnesota"
"626","PetStopClinic","MIAMI"
"627","ManjulaChandr11","Surat, India"
"628","ebbi_ONElove","RVA<U+2708><U+FE0F>Beach City, DV"
"630","kimberlymontse1","#EyesWideOpen #KnowYourChemistry"
"631","carolynkidman","<U+7FA4><U+99AC><U+770C>"
"632","kjilly","Marina del Rey, CA"
"633","kidoctr","Enid, OK"
"634","trutherb0tJ0K3R","The Internets "
"635","TheBodyWorksNMR","Moorestown, NJ"
"636","kjilly","Marina del Rey, CA"
"637","UMmedschool","Baltimore, MD"
"638","petermichael269","U.K."
"639","LotusOak","NoVA, USA"
"640","takuya7jp","<U+798F><U+5CA1><U+5E02><U+4E2D><U+592E><U+533A>"
"641","doritmi","Bay Area, CA"
"642","doritmi","Bay Area, CA"
"643","kimberlymontse1","#EyesWideOpen #KnowYourChemistry"
"644","ammonsa2000","United States"
"646","doritmi","Bay Area, CA"
"647","pharmalot","New Jersey and New York"
"648","doritmi","Bay Area, CA"
"650","jonpaulB26","West Midlands"
"651","MysAirson","India"
"652","DrPaolini","Rochester, MN"
"653","Marmy2c","West Virginia, USA"
"654","LotusOak","NoVA, USA"
"656","doritmi","Bay Area, CA"
"658","defendressofsan","United States"
"659","stopthenwo3","Earth"
"660","IssabellaCima","Miami"
"661","doritmi","Bay Area, CA"
"662","NoleXaxol","USA!!! USA!!!USA!!!"
"663","1111iAPP","California, USA"
"664","cole_davesc66","Derbyshire"
"665","Paquita_337","The Netherlands"
"668","doritmi","Bay Area, CA"
"669","doritmi","Bay Area, CA"
"670","Paquita_337","The Netherlands"
"671","LotusOak","NoVA, USA"
"672","NIH_ORWH","Bethesda, MD"
"673","andrewmorrisuk","Bedford"
"674","rvmamaw","Gettysburg, PA"
"675","CalFactCheck","Los Angeles, CA"
"676","UMCVD","Baltimore, MD"
"677","Boris_M_75",":)\__ _"
"678","hairlossclinic1"," "
"679","FarmFairyCrafts","Austin, Texas"
"680","iamfreedom777","NorthWoods"
"681","GODRUS","Cape Coral, FL"
"683","DrJMenocal","Frederick, MD"
"684","the_jannis","Hamburg, Germany"
"685","joelving","Denmark"
"686","crosshairsonyou","USA"
"687","scottlara1961","Jacksonville, Fl"
"689","immortal_org","We are based in the U.S."
"690","evamariasaralyn","Germany"
"691","tapanok","BKK"
"693","andrewmorrisuk","Bedford"
"694","gabiegolightly","Kansas, USA"
"696","katalin_pota","Manhattan"
"698","Justis4u","Timbuktu"
"699","Jeh57John","Iowa,Illinois,Kentucky,Texas"
"701","bravehearttexas","United States"
"702","MarkVaccines","Abingdon, England"
"703","eve007","earth bound"
"704","doritmi","Bay Area, CA"
"707","Kjo624","Trump Country"
"711","parvez1","Bangalore"
"712","SergylB","LYON"
"713","vincentvangink","gooner4life"
"715","FMcQueen31","Room 101"
"716","LotusOak","NoVA, USA"
"717","SianKaan13F7K","ALL UP IN UR MOM"
"718","sobertj","Mound, MN"
"719","LotusOak","NoVA, USA"
"720","ryan_enviro001","Pontianak, West Kalimantan, In"
"721","CarlDevitt","England, United Kingdom"
"722","LotusOak","NoVA, USA"
"723","LotusOak","NoVA, USA"
"724","cole_davesc66","Derbyshire"
"725","HomeLife20","Westhampton, NY"
"726","Hereditarian98","Australia"
"729","InfoPhotozap","viareggio"
"730","VaccineUK","UK"
"731","Manumit1963","everywhere"
"732","andrewmorrisuk","Bedford"
"733","PizzaPisaPizza","Sqornshellous Zeta"
"734","LotusOak","NoVA, USA"
"735","skepticalraptor","Los Angeles, CA"
"736","1234flyingninja","Under the stairs"
"737","LotusOak","NoVA, USA"
"739","LotusOak","NoVA, USA"
"740","DCOSMAN","South Carolina, U.S.A"
"742","carlsl","DUBAI . UAE."
"743","LotusOak","NoVA, USA"
"744","Pedrovhh","Spain"
"745","LotusOak","NoVA, USA"
"747","P_na_cova","Teresópolis, Brasil"
"748","RTAHealth","New York, USA"
"749","Skepacabra","New York"
"750","lizditz","San Mateo County, California"
"751","catherinemurp11","Twitterpool"
"752","whyglobalhealth","Planet Earth"
"754","andrewmorrisuk","Bedford"
"756","MariaPereda_","Aquisgrán, Alemania"
"757","ClimateKIC_CH","Zurich, Switzerland"
"758","ClimateKIC_AT","Vienna, Austria"
"759","ClimateKIC_DE","Berlin"
"760","TakeThatToxins","Pripyat, Ukraine"
"761","jaanbam","Pacific Northwest"
"762","regina1775","Germany "
"764","lunster81","In the belly of a whale"
"765","trutherb0tJ0K3R","The Internets "
"767","regina1775","Germany "
"768","quest4facts","Global"
"770","IssabellaCima","Miami"
"772","alanbaylon","i <U+2764> dvo.ph <ed><U+00A0><U+00BD><ed><U+00B1><U+008A>"
"774","alanbaylon","i <U+2764> dvo.ph <ed><U+00A0><U+00BD><ed><U+00B1><U+008A>"
"775","vatica2015","En la Feliz,q no es tan feliz"
"778","RsRckt","Earth"
"779","andrewmorrisuk","Bedford"
"780","ivanajpavlovic","Novi Sad"
"781","Helmshines","Texas, USA"
"782","dmspellman","SE MI"
"785","LotusOak","NoVA, USA"
"786","Squeejit","CA"
"787","JoniRobbins1","Red Oak NC"
"788","WallDesu","GuamUSA"
"790","Squeejit","CA"
"791","Jossfjh","Irvine, CA"
"793","NIHAustin","Austin, TX"
"794","RegimeChangeBC","Victoria BC"
"795","amanda_dettmer","Maryland"
"796","JoniRobbins1","Red Oak NC"
"797","MinistroCiencia","Washington, DC"
"799","LotusOak","NoVA, USA"
"800","VeritasEver"," Australia"
"801","manfromatlan","Toronto"
"802","Sharon59","Minneapolis, MN"
"803","yayayarndiva","Sonoma County, California"
"804","doritmi","Bay Area, CA"
"805","doritmi","Bay Area, CA"
"806","doritmi","Bay Area, CA"
"807","doritmi","Bay Area, CA"
"808","mlw975","Robinson, TX"
"809","Grrrregory","San Francisco"
"810","doritmi","Bay Area, CA"
"811","doritmi","Bay Area, CA"
"813","doritmi","Bay Area, CA"
"814","CmonPplNow","Oz"
"815","PeterJa37918909","United States "
"816","Coffee_District","New York City"
"817","land_terri","USA"
"818","JohnnaPomaville","Beautiful Planet Earth"
"819","jk_eaton","Algonquin College, Ottawa"
"820","ottawahealth","En français @OttawaSante"
"821","kidoctr","Enid, OK"
"822","faith4truths","#FlatEarth GA"
"823","cajungal62","United States"
"824","handmadekathy","pinging off cell towers"
"825","perogies_gyoza","Japan"
"827","kidoctr","Enid, OK"
"828","JUVerastegui","Whitby, Ontario, Canada"
"829","eTweeetz","United States"
"830","kidoctr","Enid, OK"
"832","Baraness","West Atlantic City, NJ"
"834","craigelectric","Barrie, Ontario"
"835","MomAndNewborn","United States"
"836","UnmeshDr","Ahmadabad City, India"
"837","laranja1997","Brazil"
"839","LotusOak","NoVA, USA"
"840","kidoctr","Enid, OK"
"841","kevinault","Overland Park, KS"
"844","DrJMenocal","Frederick, MD"
"846","john_abrahamson","North East USA"
"847","MABardino","The Middle Way"
"848","f_reginato","Sampa"
"849","kavn","Here, Now"
"851","JohnApp63499667","Philadelphia, PA"
"853","Zachtmc94","Illinois"
"855","MysAirson","India"
"856","lynnrdt","Florida, USA"
"857","RsRckt","Earth"
"859","doritmi","Bay Area, CA"
"860","StephanieSarkis","Tampa, FL"
"861","UF2","Oklahoma"
"862","doctorsensation","chicago area"
"863","TherapyBody","<U+0418><U+043D><U+0442><U+0435><U+0440><U+043D><U+0435><U+0442>"
"864","DoraBur96615418","Grand Rapids, MI"
"865","boysek","Michigan"
"868","RebeccaRage333","United States"
"869","skepticalraptor","Los Angeles, CA"
"870","doritmi","Bay Area, CA"
"871","skepticalraptor","Los Angeles, CA"
"872","Lena38Baker","Arizona, USA"
"874","JaackSchitt","Floriduh"
"875","apacho_ee","Deutschland"
"876","doritmi","Bay Area, CA"
"877","bonniesheeren","Houston"
"878","dkegel","Los Angeles"
"880","Hereditarian98","Australia"
"881","SNCCLA","Los Angeles"
"884","skepticalraptor","Los Angeles, CA"
"885","DaM_DavandMax","Michigan, USA"
"886","LotusOak","NoVA, USA"
"887","Just4TheCause","USA"
"888","skepticalraptor","Los Angeles, CA"
"889","Just4TheCause","USA"
"890","doritmi","Bay Area, CA"
"891","Manny84477679","Switzerland"
"892","skepticalraptor","Los Angeles, CA"
"893","writeo","Portland, OR"
"895","DrVidyanaOM","Bahamas, Costa Rica , Chile."
"896","The_Carrs","Marana, AZ"
"897","WeekFacts","Detroit, MI"
"899","cemomqt","Northeast USA"
"900","MYENDLESSPATH","http://www.drjohnbergman.com/"
