"","ID","Location"
"99","Jdabanchpena","Chile"
"100","IdoAmitLab","<U+05D9><U+05E9><U+05E8><U+05D0><U+05DC>"
"101","barbpsl","PSL. FL"
"102","SGottliebFDA","White Oak, MD"
"103","BoomerBaby54","Walnut Creek, California"
"104","ImmunizedotCa","Canada"
"105","RAPSorg","Rockville, MD, USA"
"106","NHPublicHealth","New Haven, CT"
"107","WeizmannInst","New York"
"108","Dr_AlyaZ","Jeddah-KSA"
"109","wonderwomanka1","Bend, OR"
"110","ok_thej14leroux","TX, AR, LA, OK, NM and MS"
"111","Flu_Killer","Dollard des Ormeaux, Québec,Ca"
"112","BarbaraEbel","Tennessee"
"113","Patrici76267702","Louisiana, USA"
"114","Anna_Bird15","United States"
"115","Lenyajones","California, USA"
"117","MoraviaHealth","Philadelphia, PA"
"118","1postpartummama","Brooklyn"
"119","QuestHW","Lenexa, KS"
"120","CDCemergency","Atlanta, GA"
"122","CDCgov","Atlanta, GA"
"123","unmcsrt","Omaha, NE"
"124","CClinicJournal","United States"
"125","FixYourDLP","california"
"127","Nuevomedio","Earth"
"128","midlandshonda","Columbia, SC "
"130","LVassiliev","Petaouchnok"
"131","HayesManagement","Wellesley, MA"
"132","rginsberg2","U.S.A."
"133","ArtSciHealth","Greater New York City Area"
"134","Toledo_CareNet","Toledo, OH"
"135","accpinfdprn","#IDPRN"
"136","LotusOak","NoVA, USA"
"137","WTNH","New Haven, CT, USA"
"138","CACAACN","Little Rock, AR"
"139","CF_Kracker","Central Florida"
"140","Israelifreedom","Deerfield Beach Florida"
"141","EastValleyCHC","West Covina, CA"
"142","KellyBannasch","Pennsylvania, USA"
"143","WLTX","Columbia, SC"
"145","DrEmilyBrunner","twin cities"
"146","FidelisCare","New York State"
"148","JimAlfano1","Lincoln, Nebraska USA"
"150","DrNancyM_CDC","Atlanta, GA"
"151","HHSGov","Washington, D.C."
"152","rscullin","MD"
"153","PreparedSafety","Long Beach, CA"
"154","EmoryDeptofMed","Atlanta"
"155","EPM_Magazine","Cheshire"
"156","tisharowemd","Houston, TX"
"157","lolafabs","Buffalo, NY"
"159","JeffInnovation","Philadelphia, PA"
"160","CDCFlu","Atlanta, GA"
"161","EmoryMedicine","Atlanta, Georgia"
"162","TheNYevening","New York, NY"
"163","CraigLucie","Atlanta, Georgia"
"164","rtthinkingmom","Spokane, WA, USA"
"165","wyffnews4","Greenville, SC "
"166","CarolGWYFF4","Greenville, South Carolina"
"167","lizditz","San Mateo County, California"
"168","jberna13","Chicago"
"169","HabibEmre","Turkey"
"170","SEVACRP","Southern California"
"171","DrAshrafHilmy","Texas"
"172","HCAPharmacy","Nashville, TN"
"174","JuanAndreRincon","Ciudad de México Mi <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> en Qro"
"175","RichmondMag","Richmond, VA "
"176","HQSofLa","221 Southpark Rd., B1, Lafayette, LA, 70508"
"177","DrMuratDokdok","somewhere in time"
"178","MagdAneliP","ZA@Gauteng, for now "
"179","david_njbiz","Somerset, NJ"
"180","Pharmacy_Times","Cranbury, NJ"
"183","AmandaKFOX_CBS","El Paso, TX"
"184","UCDavisChildren","Sacramento, California"
"185","KellyBannasch","Pennsylvania, USA"
"186","1drfulworld","WNC"
"187","Immunize_USA","Houston, TX"
"188","JessPerry_NJ","Somerset, NJ"
"189","TXwoodshop21","San Antonio, TX"
"190","AdriaKFOX_CBS","El Paso, TX"
"191","nobolly","Cologne, Germany"
"194","JPBlough","Pennsylvania, USA"
"195","Rx_Spark","United States"
"196","MichaelKFOX_CBS","El Paso, TX"
"197","BebetoDice"," República Dominicana"
"198","Healthtechdoc","Scottsdale, AZ"
"199","CBS4Local","El Paso, Texas"
"200","Skin4life100","USA"
"201","FOX5MedicalTeam","Atlanta, GA"
"202","professorzinnel","Des Moines, Iowa"
"203","MountSinaiNYC","New York, NY"
"204","KFOX14","El Paso, Texas"
"205","NASciencesTeam","Scottsdale, AZ"
"206","Lisa_Milicaj","New York, USA"
"207","DRAMAEDITER","NEW YORK NEW YORK"
"208","dlv123061","Illinois"
"209","mastofsad","Lincoln Nebraska"
"210","CRHC51632","220 Essie Davison, Clarinda IA"
"211","HJAHC","Trenton, NJ"
"212","fulyacosan","Türkiye"
"214","kevinault","Overland Park, KS"
"215","CBS6Albany","Albany, New York"
"217","CDCFlu","Atlanta, GA"
"218","friendslikeus10","New York, NY"
"219","UNMCFund","Omaha, NE"
"220","RVAHealthDept","Richmond, Virginia"
"221","LifeReborned","Australia"
"222","homeopathy2010","USA"
"223","MASP1982","Constantinopla - Bizancio"
"224","joeBondyDenomy","San Francisco, CA"
"225","DisasterTrain","Atlanta, Ga"
"226","BioAndBaseball","Baltimore, MD"
"227","ChrisDisaster","Tallahassee Florida"
"229","JamesStoverAPR","#PR #LasVegas"
"230","DaraLieb","Washington/Arlington"
"232","UCLAFSPH","Los Angeles, CA"
"233","MASP1982","Constantinopla - Bizancio"
"234","SergylB","LYON"
"235","UCAdvocacy","California"
"236","SahalabdulSahal","<U+0645><U+0633><U+062A><U+0634><U+0641><U+0649> <U+0627><U+0644><U+0645><U+0644><U+0643> <U+0641><U+064A><U+0635><U+0644> <U+0627><U+0644><U+062A><U+062E><U+0635><U+0635><U+064A>"
"237","sma_lv","Las Vegas"
"240","ushahmd","Houston, Texas"
"241","LotusOak","NoVA, USA"
"242","AndrisDoveiks","Ikškile"
"243","LFCHD","Lexington, KY"
"244","211NH","New Hampshire"
"245","LoisRobbins8","Manitoba, Canada"
"246","StateHealthIN","Indiana"
"247","jm_collard","Brussels"
"248","OKiettah","Tema, Ghana"
"251","StamfordMedical","Stamford, CT"
"252","Sunshine_Clean","Ontario, Canada "
"253","AFHSBPAGE","Falls Church, VA"
"254","DHG_RealEstate","Charlotte, NC"
"255","MichiganDOs","Michigan"
"262","JennyMosher4","Omaha, NE"
"265","Jessicamolnar4","Hays, KS"
"266","FatimaCPereira","Vienna, Austria"
"267","swargcoming","United States"
"268","edwardswain1","uk"
"270","LotusOak","NoVA, USA"
"271","Soumees","Stanford, CA"
"272","paula_joubert","Mother Earth"
"273","riveroaksemc","City of River Oaks"
"275","DGcaresaboutUSA","The Midwest"
"277","DustinH32189831","Scottsboro, AL"
"278","youngevity74","Michigan"
"279","denningnikki","United States"
"280","HDRayRay","HEART OF TEXAS"
"283","TruthSoldierz","Texas deplorable "
"284","LauraKellyPifer","Pennsylvania"
"285","JackCade37","Indiana & Texas"
"286","RealNaturalNews","Austin TX"
"287","HealthRanger","Tucson, AZ"
"288","imagoApps","Lehigh Valley, PA/NJ"
"289","DrMosqueraMD","Newark NJ"
"291","cagefreesingh","San Francisco"
"292","SterileSpace","Verona, NJ"
"293","joostsnijder","Arnhem, Nederland"
"294","SabrinaWSB","Atlanta "
"295","AliRaja_MD","Boston, MA"
"296","TuSNHD","Las Vegas, Nevada"
"297","CDCDirector","Atlanta, GA"
"298","jasminesea2","New York, USA"
"299","SNHDflu","Las Vegas, Nevada"
"300","rochelelawson","California"
"301","dannahy_tina","kent u.k"
"302","WynneGuglielmo","Lamoine, Maine"
"303","SilentSpring05","California, USA"
"304","CanGal_39","Canada"
"305","pamelawu","Sacramento"
"306","Baderht","Unayzah"
"307","WildNFreeYoga","Batavia, IL"
"308","ortegacam","Puebla, México"
"309","NatureMedicine","New York"
"310","IonexxCo","Austin"
"311","SpecNewsTriad","Greensboro, N.C."
"312","SpecNewsRDU","Raleigh, N.C."
"313","SpecNewsILM","Wilmington, N.C."
"314","SpecNewsCLT","Charlotte, N.C."
"315","brandongraham","Washington, DC"
"316","DrWillip","NYC"
"317","Herbion_US","United States"
"319","DianaMaslowski","Prospect, KY"
"320","DonnaYoungDC","Washington"
"321","motonerd14","California"
"322","DonnaYoungDC","Washington"
"323","LotusOak","NoVA, USA"
"324","DonnaYoungDC","Washington"
"325","DonnaYoungDC","Washington"
"326","Jimtopia","Columbus, OH"
"327","DonnaYoungDC","Washington"
"328","CellCellPress","Cambridge, MA"
"329","FSAMarket","San Diego, CA"
"330","ImmunizeNV","Nevada"
"331","DonnaYoungDC","Washington"
"332","doritmi","Bay Area, CA"
"333","DrNancyM_CDC","Atlanta, GA"
"334","NASciencesTeam","Scottsdale, AZ"
"335","DonnaYoungDC","Washington"
"336","EPM_Magazine","Cheshire"
"337","McFeistyMarie","California, United States"
"338","CellCellPress","Cambridge, MA"
"339","DonnaYoungDC","Washington"
"341","DonnaYoungDC","Washington"
"342","JustBeCousins","Davenport, IA"
"343","gary_takacs","Scottsdale, AZ"
"344","DonnaYoungDC","Washington"
"345","rbarishansky","Pennsylvania, USA"
"346","oneent","Atlanta, GA"
"347","DonnaYoungDC","Washington"
"348","DonnaYoungDC","Washington"
"349","gyptzy","Yelm, WA"
"351","DonnaYoungDC","Washington"
"352","KitchenBrains","Stratford, CT"
"353","KalyxSci","Greater Boston, MA"
"354","DonnaYoungDC","Washington"
"355","DavidBeckettVT","Burlington, VT"
"356","UCDavisChildren","Sacramento, California"
"357","Sunking278","Massachusetts, USA"
"358","SNCCLA","Los Angeles"
"359","FitUmr","20629 119 Ave, Maple Ridge, BC"
"360","DonnaYoungDC","Washington"
"361","DonnaYoungDC","Washington"
"362","thismitchell","Johannesburg"
"363","DrNancyM_CDC","Atlanta, GA"
"364","LotusOak","NoVA, USA"
"365","DonnaYoungDC","Washington"
"366","BrayOakley","Lexington, KY"
"367","DonnaYoungDC","Washington"
"368","DonnaYoungDC","Washington"
"369","DonnaYoungDC","Washington"
"371","DonnaYoungDC","Washington"
"372","OurUrgentCares","Missouri, USA"
"373","LIUBrooklynSHP","Brooklyn, NY"
"374","hsiegel","ÜT: 33.522984,-111.930881"
"375","DonnaYoungDC","Washington"
"376","DonnaYoungDC","Washington"
"377","DonnaYoungDC","Washington"
"378","lizditz","San Mateo County, California"
"379","FLAVORx","Columbia, MD"
"380","DonnaYoungDC","Washington"
"381","EmoryAgingStudy","Atlanta, GA"
"382","DonnaYoungDC","Washington"
"383","DonnaYoungDC","Washington"
"384","DrGBasauri","Getxo"
"385","DonnaYoungDC","Washington"
"386","PamelaKKinney","Chesterfield, Virginia"
"387","DonnaYoungDC","Washington"
"388","EctorImmunize","Odessa, TX"
"389","rsbellmedia","The US & world of Health Talk Radio"
"390","catassgaya","Vilafranca del Penedès, España"
"391","LotusOak","NoVA, USA"
"392","ReadingEagle","Reading, Pennsylvania"
"393","DonnaYoungDC","Washington"
"395","BioFireDX","Salt Lake City, Utah, USA"
"396","DonnaYoungDC","Washington"
"398","NeonBlueWS","Los Angeles"
"399","Sambyhere","DFW"
"400","Laura_H","Washington, DC"
"401","paige_monborne","Washington, DC"
"402","TexasDSHS","Austin, TX"
"403","Jacquie_Posey","Philadelphia"
"404","AGNorthRichmond","Richmond, VA"
"405","SHSMDAHA","Chicago, IL"
"406","sjo82","Pittsburgh, PA"
"407","MCES1","Montgomery County, PA"
"408","LEX18News","Lexington, KY"
"409","LFCHD","Lexington, KY"
"410","ahahospitals","Washington, DC"
"411","StartUpTaxCred","Houston, TX"
"412","htmlangel_WI","Manitowoc, WI"
"414","phsu54","Washington, DC"
"415","margo94","Niagara Canada"
"416","KHNews","Washington, D.C."
"417","ChesterRFrankli","Fort Smith"
"418","LoriSmi35874775","Garland, TX"
"419","TomTerryInc","California, USA"
"420","DonnaYoungDC","Washington"
"421","jboudazin","Newtown Square, PA"
"422","JacquelineHine1","Gold Canyon, AZ"
"423","JacquelineHine1","Gold Canyon, AZ"
"424","jboudazin","Newtown Square, PA"
"425","jboudazin","Newtown Square, PA"
"426","jboudazin","Newtown Square, PA"
"427","PatientsPurpose","New York, NY"
"430","columbiacss","New York, NY"
"431","JosieGL","Boston, MA"
"432","HamiltonCHN","Michigan, USA"
"433","BUILDinBoston","Boston"
"434","PBIRx","Milford, CT"
"435","JackieMcReath1","earth"
"436","AngryVoter2016","Northwest Arkansas"
"437","DrMarita1","Torrance, CA"
"438","NCMedBoard","Raleigh, NC"
"439","alexbello","Tallahassee, FL"
"440","BudaJuice","Dallas, TX"
"441","baker_rithms","Walnut Creek, CA"
"442","davidkwahlberg","Madison, WI"
"443","Luminex","Austin, TX"
"444","Emergency1","Tallahassee Florida"
"445","hjamesdc","Washington, DC"
"447","CPFgrants","Chicago, IL"
"448","_ChrisTheRed_","United States"
"451","RRInternational","Romania"
"452","Paquita_337","The Netherlands"
"454","ACPressLoder","Pleasantville, NJ"
"455","MedLabSupply","Florida"
"456","MomAndNewborn","United States"
"457","LotusOak","NoVA, USA"
"459","RockersDenStore","Trump Nation"
"460","OrganicErica","San Jose, CA"
"461","HelenLloyd_OR","Portland, Oregon"
"462","Medscape","New York"
"463","MelissaPederse","New Jersey, USA"
"464","OpinionGhost","Dundee, Scotland"
"465","eliza_coli","Bristol, England"
"466","LmarieAsad","Chicago, IL"
"467","AlaaIsTweeting","New york | Chicago | Jeddah"
"468","Hope4Ace","fiji"
"469","LotusOak","NoVA, USA"
"470","Kappukekiiii","Kentucky, USA"
"471","ArghyaM00815653","San Jose, CA"
"472","Jarlath_vegas","las vegas,nv"
"473","AaronRonaldson","border, canadian side"
"474","MVP_Pediatric","Los Angeles, CA"
"475","Hope4Ace","fiji"
"476","CareFrameOne","Massachusetts, USA"
"477","nacinovich","New York"
"480","Cowboy_in_blk","Texas, California, and Florida"
"481","hjdman","Albuquerque, NM"
"483","DoctorYasmin","International Space Station"
"485","BiancaNBC5","Dallas/Fort Worth"
"486","CrazylaceAnne","United States"
"487","WVSchoolNurse","West Virginia, USA"
"488","janinamclean22","North Carolina, USA"
"489","MarthaEHuerta","San Antonio, TX"
"491","jenhjackson","CA"
"492","RockyMt2","Colorado"
"493","GeomaticsFeed","Internet"
"494","felicityy10","San Diego, CA"
"495","ab5cd3f533d140e","United States"
"496","MariannMason2"," Northern Kentucky"
"497","welovetrump","Ohio, USA"
"498","TrumpTrainOnly","United States"
"499","akisatwt","Ankara"
"500","ryan_enviro001","Pontianak, West Kalimantan, In"
"501","AimHighMC130E","United States"
"502","AimHighMC130E","United States"
"503","LotusOak","NoVA, USA"
"504","VioletDates","Vancouver, BC"
"506","SvBisex","El Salvador, Central America"
"507","in2hisgrace","USA"
"508","bonillal1","Canada"
"509","GerhardtCynthia","Delray Beach, FL"
"510","CHillatHCMC","Minneapolis, MN"
"512","BarbaraLeeNews8","San Diego"
"513","Evans055","Mississippi, USA"
"514","ASMicrobiology","Washington, DC"
"516","Dow32206612Jane","Canada"
"517","dennistondc","Seattle, WA"
"518","RTmagazine","Los Angeles"
"519","Teamjamaica1","Montréal, Québec"
"520","cherylalaine","Jacksonville,FL"
"521","memeinge","Solana Beach, CA"
"522","JLinFL","Florida"
"523","VeniceFamClinic","Los Angeles, CA"
"524","NFIDvaccines","Bethesda, MD"
"525","hidingout2","somewhere in Vermont"
"527","wilmingtoncc1","Wilmington, California"
"528","VerbaViii","United States"
"529","IonexxCo","Austin"
"530","nikkinomides","Livonia, MI"
"531","JulieMarieWolf","New York, NY"
"532","paulafrancis8","Fabulous Las Vegas"
"534","Ionexx_RD","San Antonio"
"535","emergentbiosolu","Gaithersburg, MD"
"536","ASMicrobiology","Washington, DC"
"537","RS_Flinn","San Francisco"
"538","tonboelements","Chicago, IL"
"539","CalHealthline","Menlo Park, CA"
"540","noydeen_medical","Conway, AR"
"541","MK_KUSH_","Vancouver, British Columbia"
"542","joegooding","Bethlehem, Pennsylvania"
"544","Ama1955","Caracas"
"545","infusedwithHOPE","USA"
"546","mission2heal","US"
"547","ASMicrobiology","Washington, DC"
"550","SNCCLA","Los Angeles"
"551","StanfordHP","Stanford, CA"
"555","toymath78","Crosby, TX"
"557","LotusOak","NoVA, USA"
"558","ebiekane","Washington, DC"
"559","ASMicrobiology","Washington, DC"
"560","veganhammer","Texas, USA"
"561","DonnaYoungDC","Washington"
"562","Veggie_Quest","Maryland"
"563","Flu_Killer","Dollard des Ormeaux, Québec,Ca"
"564","RealNewsTarget","USA"
"565","AndersWisdom","Michigan, USA"
"566","VAmann","Chicago, IL"
"568","vwgm1091","United States"
"569","tlshot70_tls","Atlanta "
"570","GreenTipGuy","Dallas, TX"
"571","UCSFHospitals","San Francisco, CA"
"572","mrsrayei","Gainesville,Fl."
"573","marinayfranklin","NY Baby!"
"574","drkdhoffman","US"
"575","lesterandlester","Southlake, TX"
"576","CIDRAP","Minneapolis, MN"
"577","Christsavedme77","Jalisco, México"
"578","NMNH","Washington D.C."
"581","terroshealth","Phoenix, AZ"
"582","tomsavel","Atlanta, Georgia"
"583","GatewayMed","Surrey, BC"
"584","AUG_Health","Augusta, Georgia"
"586","CHCMSCanada","Toronto, Ontario"
"587","MMpolytechnical","Woodside, CA"
"588","BuckheadMed","Atlanta, GA"
"589","kdoherty_karen","Goodyear Elementary"
"590","gvenglewood","Englewood, FL"
"591","UHPP","Salt Lake City, Utah "
"592","CGOnSocial","Washington, DC"
"593","goodsam","Sioux Falls, S.D."
"594","KHNews","Washington, D.C."
"595","epaultaylor","Toronto"
"596","CGOnSocial","Washington, DC"
"597","NiteenWairagkar","Seattle, WA"
"598","raveonstudio","British Columbia"
"599","Fraserhealth","Surrey, British Columbia"
"600","DrNancyM_CDC","Atlanta, GA"
"602","DrNancyM_CDC","Atlanta, GA"
"603","friendslikeus10","New York, NY"
"604","S_Samaranayake","Los Angeles, CA"
"605","Ama1955","Caracas"
"606","Cooljams","San Diego"
"607","Lenyajones","California, USA"
"609","stella_tracy","NE Ohio"
"610","allnaturalideas","United States"
"611","MarkianHawryluk","Bend, OR"
"612","DrNancyM_CDC","Atlanta, GA"
"613","KHNews","Washington, D.C."
"614","afisheyonado","Bend, Oregon"
"615","paula98270","Marysville, Wa."
"616","jdcooperid","Bronx, NY"
"617","EinsteinMed","Bronx, NY"
"618","CoMo_HealthDept","Columbia, Missouri"
"619","drdavidhilden","Minneapolis, MN"
"620","SHrubesky","Appleton, WI"
"621","aerasglobaltb","Rockville, MD"
"622","mariarowen_1120","Boston, MA"
"624","CDCgov","Atlanta, GA"
"625","FSAMarket","San Diego, CA"
"626","SignatureCareTX","Houston, TX"
"627","CleveClinicFL","Florida"
"628","Jas_Hans1","Vancouver, British Columbia"
"629","TXBGH","TX"
"630","NMNH","Washington D.C."
"631","MIPrepares","Lansing, MI"
"632","BmoreforBabies","Baltimore, MD"
"634","halleehaus1","Undisclosed on Planet Earth"
"635","SWDIMpodcast","Alabama, USA"
"636","SquirrelWeather","Sanbornton, NH"
"637","paul_coys","barrow in furness"
"638","DrRedcross","New York, USA"
"639","DrRedcross","New York, USA"
"640","carevantexas","Texas"
"642","GraffBayCity","Bay City MI"
"643","Lori20052008","Ohio, USA"
"644","Global_Dispatch","US"
"645","DanMaduri","Tampa, Fl"
"646","GraniteGeek","New Hampshire"
"647","BoironUSA","Newtown Square, Pa."
"648","OscilloUSA","Newtown Square, Pa."
"649","johnlyon09","Little Rock, AR"
"650","rbassett52","Florida"
"651","realpeoplesnews","Montana"
"652","DDivlin","SLC, UT"
"653","MariannMason2"," Northern Kentucky"
"654","UMCapital","Cheverly, Maryland"
"655","dianekern","Walnut Creek "
"656","BeReadyFlorida","Florida, USA"
"658","LotusOak","NoVA, USA"
"659","HHSRegion10","Alaska/Idaho/Oregon/Washington"
"660","RamseyCollena","Morganton NC"
"661","MedscapeNurses","New York"
"662","CarolinaFan1982","Richmond, VA "
"663","MWeekd","Copenhagen, Denmark"
"664","oxpdcid","Oxford, AL"
"665","ACHI_Net","Arkansas"
"666","PeterACallstrom","San Diego"
"668","CharlieBinbags","London, England"
"669","NCDMPH","Rockville, MD"
"670","compcarecenter1","Parsippany, NJ"
"672","VCUNursingLib","Richmond, VA "
"673","FlsaToday","San Francisco, CA"
"674","OurUrgentCares","Missouri, USA"
"675","survivethestate","England, United Kingdom"
"676","defendressofsan","United States"
"677","CClinicJournal","United States"
"679","InspiringHR","Richmond, Virginia"
"681","andymarso","Kansas City, MO"
"682","KHNews","Washington, D.C."
"683","Concerned002","USA "
"684","LuigiGonzales7","United States"
"685","LotusOak","NoVA, USA"
"686","BoironUSA","Newtown Square, Pa."
"687","canadanurses","Canada"
"688","TrutherbotAnyo2","Twilightzone"
"689","DMPInc","Irvine, CA"
"690","DrNancyM_CDC","Atlanta, GA"
"691","TurnbullTheresa","St. Charles, MO"
"693","KPCommHealth","Oakland, CA"
"694","Deplorable76","Las Vegas, NV"
"695","tayd1920","Houston, TX"
"696","shonalichondron","Peaceland"
"697","SwedishgirlBK","Atlanta, GA<U+2665><U+2665> Stockholm,Sweden"
"698","anna_e_hiller","San Francisco, CA"
"700","FREEBetsyB","I left my heart in Montana"
"701","Reptoid_Hunter","https://steemit.com/@libramedia"
"703","HelenLloyd_OR","Portland, Oregon"
"704","SmithDrugCo","Spartanburg, SC"
"705","OrganicErica","San Jose, CA"
"706","poshybluecastle","Castles in the air<ed><U+00A0><U+00BC><ed><U+00BC><U+00A9><U+26C5><U+FE0F><ed><U+00A0><U+00BC><ed><U+00BC><U+0088><U+26C8>"
"707","MedChiupdates","Baltimore, MD"
"708","sdworkforce","San Diego, California"
"710","CindiHeng","Nebraska, USA"
"711","Ms_Katrina216","Houston,  Texas "
"712","APIC","Washington, DC"
"713","PLSmylab","Phoenix, AZ"
"714","agrammy49","Illinois, USA"
"718","liroje2002","California, USA"
"719","Davidw3625","CEN CAL"
"720","nancyredmondhu1","Georgia, USA"
"722","PollyWiggled","Norfolk"
"723","belizabeth66","Nashville Tn."
"725","HealthyPinellas","St Petersburg, FL"
"726","FrankMendez1969","Los Angeles, CA (Florence)"
"727","WeekFacts","Detroit, MI"
"729","PHGSU","Atlanta, Georgia"
"732","dum_phuk","Panopticon iMeanUr #SMARTGRID"
"735","Parfie","Central Oregon"
"737","Lastmimzi","United States"
"740","HealthRanger","Tucson, AZ"
"741","RealNaturalNews","Austin TX"
"742","equalpayact","United States"
"743","FitzGab","Seattle, WA"
"744","L_M_MacLachlan","Ottawa, Ontario"
"745","ReenitaDas","California, USA"
"746","Immunize_USA","Houston, TX"
"747","MdGensini","Farmington, NM"
"748","sambucolusa","USA"
"749","QiAlchemy","New York, NY"
"751","Angelina_Laurin","Wisconsin "
"752","PetsPlusUsCA","Canada"
"753","AFHSBPAGE","Falls Church, VA"
"754","BuckheadMed","Atlanta, GA"
"755","BCBSM","Michigan"
"756","TreatmentScores","United States "
"757","imagoApps","Lehigh Valley, PA/NJ"
"758","MainePHA","Maine"
"759","NASciencesTeam","Scottsdale, AZ"
"760","SLCHospital","Newburgh, NY"
"761","JNKancir","Vancouver, British Columbia"
"762","MontefioreNYC","New York City"
"763","HowdyAgsSEC","Aggieland"
"764","IKNGov","Baltimore, MD"
"765","CAPatientAdv","California"
"766","ciphi_national","Canada"
"767","BoironUSA","Newtown Square, Pa."
"768","JohnnaPomaville","Beautiful Planet Earth"
"769","DrinkSwitchel","Brooklyn, New York"
"770","CHHSAgency","Sacramento, CA"
"771","MariePAnderson","Chicago, IL"
"772","MariePAnderson","Chicago, IL"
"773","gonzalezloumiet","ÜT: 30.404241,-84.232445"
"774","KU_EEB_GSO","Kansas, USA"
"775","Wi_Flu_Fighters","Madison, WI"
"776","HealthcareHAH","707 Richard St PH2"
"777","DrJAshton","New York"
"779","Wi_Flu_Fighters","Madison, WI"
"780","ALMA13","Lima, Perú"
"781","ASMicrobiology","Washington, DC"
"782","gordonhospital","Calhoun, GA"
"783","penguinkitty87","Indianapolis, Indiana"
"784","HCAWestFL","West and Central Florida"
"785","mtmdphd","Milwaukee, WI"
"786","PittHealthSci","Pittsburgh"
"787","ajanekirby","Muncie, IN"
"788","IUHealthECR","Muncie, IN"
"789","Flu_Killer","Dollard des Ormeaux, Québec,Ca"
"790","ElizWhitman","Washington, DC"
"791","CAPublicHealth","Sacramento, CA"
"793","JPBlough","Pennsylvania, USA"
"794","ABHMedicalGroup","Pasadena, CA"
"795","CDCFlu","Atlanta, GA"
"796","PublicHealthSCC","Santa Cruz, CA"
"797","gsu_news","Atlanta, GA "
"798","DvSignage","London, England"
"801","AFHSBPAGE","Falls Church, VA"
"802","FluNearYou","Boston, Massachusetts"
"803","donnahelmssog","North Carolina"
"804","umichmedicine","Ann Arbor"
"805","Ionexx_RD","San Antonio"
"806","ViveMichigan","Grand Rapids, MI"
"807","OrgNatHealth","Washington, D.C."
"808","GSURecreation","Atlanta, Georgia"
